# group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
106268	1	72.9797	219.0451	10207	36.60	0.40
0	1	59.9000	263.5400	8788	35.06	0.40
100262	7	27.6852	285.4028	9067	35.51	0.15
110012	1	71.7383	231.3934	7721	35.54	0.40
0	1	72.5800	224.6300	6861	34.76	0.30
0	1	65.1900	254.8200	14911	36.78	0.40
0	1	69.9100	240.8800	1040	31.61	0.30
111286	1	58.1228	141.9096	2391	32.92	0.40
0	1	21.4700	287.7100	654	28.89	0.20
102113	2	42.3106	279.1009	6576	35.09	0.26
112915	1	71.9174	181.2960	1611	31.94	0.30
102661	2	36.5321	282.0283	8128	35.08	0.28
0	1	46.0800	276.8000	5128	34.66	0.40
111228	1	30.5086	284.4868	4111	34.69	0.40
0	1	72.1600	229.9700	3358	33.63	0.40
110324	1	56.6946	268.2292	6225	34.83	0.40
100005	61	73.0645	234.2220	6534	34.73	0.06
0	1	73.0000	185.3900	1852	32.53	0.30
109156	1	41.5992	279.6287	6684	34.66	0.40
110265	1	57.5995	267.5056	5416	34.52	0.40
112704	1	54.4183	138.0598	3470	34.54	0.40
106264	1	37.8902	281.6847	11502	35.93	0.50
102981	2	73.7040	191.5437	2688	33.96	0.54
100740	4	16.3673	289.6662	9788	35.44	0.26
112414	1	65.2878	256.7524	1833	31.64	0.54
0	1	67.0500	252.5300	10270	35.67	0.40
0	1	72.9100	180.4100	1544	32.08	0.40
113013	1	58.2914	141.6312	1382	31.69	0.30
111252	1	16.5993	289.9023	3171	33.48	0.40
103119	2	67.2194	252.7636	986	31.01	0.30
111227	1	14.5958	290.5172	5432	34.03	0.50
109308	1	37.5525	282.2790	7138	35.35	0.40
111367	1	65.2902	151.9637	3105	34.03	0.40
111751	1	52.7125	273.5936	1671	32.80	0.24
111775	1	41.6883	280.6715	3637	33.46	0.40
110546	1	48.5435	276.7322	6571	35.69	0.50
110079	1	50.5206	275.4220	5868	34.95	0.50
110787	1	50.7937	275.2941	6757	34.14	0.40
101443	2	56.6733	270.6627	13786	36.42	0.50
100437	5	65.7013	258.2943	6321	34.61	0.23
0	1	70.3500	164.3600	5172	34.36	0.54
100316	6	24.1909	287.4573	15011	36.55	0.22
0	1	39.1100	127.7000	1686	32.51	0.54
109397	1	74.2582	220.7950	6898	34.73	0.40
100938	3	46.7272	278.2978	5019	34.11	0.31
100161	9	66.6167	255.5785	6151	34.40	0.17
0	1	40.8400	281.5100	9586	36.23	0.50
109417	1	70.9868	243.4725	6533	34.30	0.30
111945	1	55.0589	137.5268	2441	33.38	0.30
0	1	41.8400	281.3300	9933	36.61	0.50
0	1	32.1300	285.5200	8608	35.73	0.40
101001	3	57.0549	271.2677	8312	34.79	0.31
102449	2	50.2066	276.7611	5680	34.29	0.50
100295	6	17.1566	290.6581	9958	35.76	0.25
108594	1	65.0089	260.0251	5898	34.69	0.40
109209	1	65.6178	259.7791	4477	34.01	0.40
112945	1	49.4745	277.4438	1748	31.81	0.30
112994	1	75.0614	192.8068	1785	31.03	0.40
0	1	58.8900	140.8500	1154	31.44	0.30
100129	10	32.2683	287.0898	1816	31.88	0.11
109190	1	61.3844	266.7203	6035	34.56	0.40
0	1	69.8200	250.9300	2694	32.35	0.54
0	1	75.0700	221.5700	6404	34.10	0.40
102504	2	69.6946	250.8474	3142	32.88	0.28
0	1	46.7000	131.1400	1432	32.26	0.54
0	1	45.5400	280.3400	4509	34.43	0.40
0	1	54.1200	136.0600	82	28.32	0.20
107284	1	75.7497	196.0920	6289	35.04	0.16
0	1	59.8500	141.0700	2419	33.70	0.30
120005	18	74.9802	234.7981	6753	34.81	0.21
0	1	26.8000	288.3900	7241	35.37	0.40
100927	3	27.7621	288.0326	8407	35.52	0.40
0	1	69.3900	254.2500	4388	34.18	0.40
0	1	57.1700	273.1100	1729	32.83	0.30
0	1	50.1600	278.5100	5769	34.65	0.20
101372	3	76.1837	210.4063	1808	32.30	0.21
112292	1	76.0880	213.5567	3595	33.81	0.40
100892	3	58.0222	272.6562	5859	34.66	0.26
0	1	71.9600	164.5200	851	31.61	0.30
112949	1	54.4383	275.6818	1704	31.90	0.54
0	1	26.5700	288.7100	8405	35.31	0.40
101180	5	56.2643	274.5708	8107	35.15	0.26
0	1	71.2800	250.1300	760	30.04	0.40
102080	2	64.8855	265.3835	6023	34.48	0.28
102736	2	74.5897	178.1651	6415	35.52	0.40
0	1	71.1400	251.5500	1010	30.07	0.40
0	1	72.7400	166.2000	243	27.10	0.16
0	1	75.0000	232.9500	8075	35.86	0.40
103089	2	74.1727	170.6449	924	30.73	0.17
100412	5	76.3177	224.7133	6655	34.31	0.24
0	1	73.8400	241.8700	5974	35.46	0.30
102595	2	72.8475	246.7693	3742	33.39	0.40
103002	2	55.8931	276.3337	1568	31.71	0.38
0	1	51.3700	279.2200	10590	36.11	0.50
111158	1	70.6218	254.8423	6275	35.10	0.40
0	1	76.4700	221.6800	4942	34.03	0.40
0	1	54.5200	135.0200	3140	33.53	0.40
111550	1	24.7698	290.0646	2940	32.87	0.30
100210	8	28.8642	289.2520	8170	35.52	0.29
100674	4	22.0704	290.7070	2954	32.41	0.54
0	1	69.3400	258.7200	2737	33.83	0.30
109772	1	76.3642	225.3029	7434	34.68	0.40
0	1	68.8000	260.2000	6477	34.84	0.40
100517	5	54.7019	277.2544	5737	34.42	0.40
0	1	76.1100	182.7900	3200	32.69	0.40
100219	8	42.1837	286.2289	1661	31.79	0.08
112699	1	40.3194	285.2050	1677	31.72	0.30
113005	1	59.7078	273.5940	1145	31.38	0.28
102235	2	41.9453	284.8486	6998	34.47	0.50
112765	1	57.5032	275.6769	2392	32.52	0.54
109106	1	20.6765	291.5095	6809	34.64	0.40
109304	1	46.6492	282.6530	1738	32.80	0.28
0	1	27.8400	289.5800	642	28.68	0.20
0	1	43.9100	283.9800	1813	32.86	0.54
102015	2	29.7655	289.0329	11211	35.93	0.50
106664	1	14.3500	293.1372	11503	35.98	0.40
102943	2	52.4818	279.5336	5710	33.70	0.50
110696	1	73.8468	246.6609	6752	34.58	0.30
100759	4	11.1131	294.4735	4206	33.31	0.37
107553	1	77.2894	220.5232	9965	36.21	0.40
101893	2	69.8962	259.4083	6476	34.74	0.40
101205	3	48.5522	282.0250	5649	34.01	0.50
0	1	74.1800	245.7800	6350	34.85	0.30
110258	1	65.7325	267.5337	2497	32.80	0.30
0	1	72.4100	253.1300	6350	34.87	0.40
101754	2	55.3393	134.8497	9834	35.69	0.17
111012	1	72.9943	161.5818	6183	34.73	0.40
102739	2	23.7433	290.9246	2978	32.66	0.30
0	1	70.7800	258.5600	6403	35.01	0.40
0	1	46.5500	283.6300	8309	35.55	0.40
100148	9	77.8685	219.2138	4478	33.73	0.17
0	1	57.7700	136.3700	1201	31.27	0.54
111938	1	58.7931	276.2082	5513	34.61	0.40
111793	1	22.1815	291.9046	3712	33.06	0.40
0	1	38.8000	287.1500	1795	31.26	0.30
111332	1	68.8192	264.2911	4164	34.11	0.40
113054	1	78.0461	193.8904	760	30.52	0.30
0	1	74.6900	165.5200	3212	32.58	0.40
100479	5	57.9874	277.1172	5991	34.48	0.50
102896	2	14.7390	293.8229	5410	34.38	0.40
100925	3	40.8304	287.1494	6744	34.76	0.40
109332	1	59.2147	277.3701	1430	32.38	0.40
0	1	68.7500	266.0500	17096	36.20	0.40
0	1	68.1300	267.1700	6259	34.87	0.40
100962	3	72.3637	257.8328	12956	37.15	0.40
112883	1	36.8984	288.5902	1775	31.61	0.30
113002	1	72.4777	258.4372	1536	32.15	0.54
102542	2	47.7973	128.6687	2286	33.02	0.26
112199	1	78.8856	195.8223	3123	33.25	0.40
105094	1	24.7825	292.0991	13703	36.58	0.35
0	1	56.4100	280.4400	5729	34.34	0.40
107001	1	73.2327	257.5754	7293	35.24	0.54
101161	3	54.5400	133.8907	1304	31.40	0.54
111187	1	62.2704	275.9769	1961	32.59	0.30
100208	8	31.8182	291.7315	2049	32.11	0.12
111625	1	44.9325	286.3797	1766	32.27	0.30
100750	4	64.5796	273.4479	6284	34.83	0.40
0	1	79.1700	197.9100	3572	33.41	0.40
102142	2	18.3627	293.8887	4447	33.72	0.50
0	1	36.2400	289.5000	1919	33.07	0.40
0	1	62.9800	275.8700	1228	29.99	0.54
0	1	34.0900	290.1900	2139	32.63	0.54
0	1	74.7300	254.3100	2063	32.96	0.40
0	1	63.0400	138.9100	210	28.21	0.20
112514	1	78.6532	185.2659	760	30.84	0.30
100018	30	77.3485	242.5097	7009	34.78	0.17
112495	1	76.0849	249.0754	913	29.72	0.45
102083	2	70.2238	266.7253	2504	33.25	0.30
0	1	73.2500	259.5200	9704	36.36	0.40
0	1	68.9000	268.9100	6900	34.63	0.40
100281	7	51.3684	129.9488	1395	31.69	0.14
0	1	70.5200	266.3000	6788	35.50	0.40
102443	2	58.3738	280.2971	5926	34.86	0.31
113075	1	79.6339	211.0235	549	30.91	0.54
106729	1	70.2250	267.3600	10026	35.61	0.40
101554	2	31.8457	291.4917	7760	35.00	0.40
102290	2	33.8303	290.7562	1811	31.44	0.40
112517	1	46.9042	286.6907	1474	31.17	0.54
102058	2	39.7391	126.1097	1912	32.44	0.21
101866	2	48.6997	285.9768	5532	34.42	0.35
105625	1	12.4789	295.4432	10517	35.99	0.50
100569	4	33.7051	291.0898	12314	35.50	0.50
101298	3	75.9696	251.9734	4307	33.91	0.40
110369	1	50.2760	285.6637	4528	33.94	0.40
0	1	25.7400	292.9800	2859	32.98	0.40
108098	1	76.6538	250.7054	7188	35.41	0.40
0	1	72.6900	264.0400	6352	34.37	0.40
109251	1	47.3144	287.0123	4099	34.07	0.50
0	1	43.5700	288.5100	5763	34.78	0.40
0	1	29.9700	292.3700	2220	31.85	0.30
0	1	76.7600	163.3400	1070	30.97	0.54
112781	1	52.3932	285.5492	1144	31.50	0.30
100002	192	74.4043	284.0991	1149	31.01	0.02
112523	1	29.5263	292.7633	2211	32.51	0.54
0	1	38.4600	290.6500	1671	32.14	0.54
108829	1	72.3211	267.7799	8735	35.84	0.28
0	1	80.4200	223.2700	2574	33.40	0.54
0	1	57.4600	132.9400	1899	33.22	0.54
0	1	54.1900	131.2000	2608	33.25	0.30
102742	2	77.5923	157.0738	268	27.80	0.06
120491	3	75.0239	128.0193	259	29.15	0.17
0	1	59.9000	282.2100	10309	36.58	0.50
100065	15	82.9596	189.5779	820	30.91	0.08
0	1	77.4700	252.2900	2444	32.75	0.54
108255	1	28.0558	293.3664	6813	34.00	0.50
110817	1	73.2357	266.3091	6796	34.58	0.40
110908	1	49.0181	287.7533	4336	33.46	0.50
100263	7	41.6089	125.5787	1608	31.96	0.18
0	1	69.7000	272.9400	2241	33.50	0.40
0	1	62.6200	280.6900	2112	32.58	0.30
111779	1	23.6688	294.4607	3162	33.08	0.30
0	1	72.3700	269.1900	4019	33.57	0.40
111376	1	80.5931	229.3627	2569	33.17	0.30
103137	2	75.1052	263.1801	7088	35.60	0.40
103005	2	60.2137	133.6913	9309	35.49	0.17
130002	9	73.6123	267.6918	2178	32.67	0.11
0	1	69.4600	274.4000	10336	36.50	0.40
0	1	72.6000	269.4400	7007	35.52	0.40
102718	2	29.6351	293.6993	8080	35.16	0.40
0	1	78.7700	168.2500	6385	34.32	0.40
121002	3	62.9458	280.3276	1297	31.05	0.50
100061	14	80.1754	221.2484	6691	34.95	0.40
120002	40	67.2075	282.3326	2184	32.59	0.08
109164	1	73.1987	268.8077	8068	35.08	0.40
107937	1	20.2468	295.2321	6657	34.93	0.31
0	1	69.2400	141.5400	7568	34.93	0.20
0	1	24.0500	294.8500	611	27.58	0.16
103032	2	15.1504	296.3792	5438	34.04	0.40
107512	1	74.8555	266.0396	7872	35.11	0.40
0	1	50.6000	128.8700	63	28.68	0.20
0	1	73.1100	270.8300	5824	35.40	0.40
140065	1	80.0788	173.0329	1086	30.92	0.28
102814	2	31.4160	293.7180	6444	34.85	0.40
0	1	34.5200	293.1900	7505	34.87	0.40
112519	1	24.1854	295.1826	3180	32.14	0.30
101082	3	26.7072	295.1499	2848	32.78	0.21
100491	3	74.4899	107.6536	541	28.44	0.04
107378	1	54.0212	287.7162	9292	35.51	0.50
0	1	71.5500	274.1600	1982	33.12	0.40
0	1	19.6500	295.9900	6703	34.72	0.40
0	1	33.1800	293.6600	3338	33.33	0.40
107108	1	75.6033	266.6740	10741	36.08	0.40
100651	6	68.9024	140.1298	7280	35.43	0.40
109808	1	19.0905	296.2101	1999	31.72	0.30
105768	1	60.6919	284.9194	12017	35.33	0.50
0	1	74.8100	268.9800	7051	34.69	0.40
113093	1	47.3622	127.4169	0	28.22	0.20
112763	1	53.2844	129.3802	2758	32.80	0.30
0	1	76.6500	264.8500	6921	35.00	0.17
120008	7	69.6504	138.7786	511	29.28	0.06
113078	1	81.0536	241.9387	412	31.74	0.30
0	1	76.9900	264.2400	6692	35.38	0.40
0	1	40.0300	292.7300	7657	35.00	0.40
102092	2	71.9182	275.4426	7213	35.03	0.40
101961	2	68.5651	279.6630	3812	33.55	0.40
108552	1	18.9160	296.5354	5944	34.62	0.40
106780	1	41.3420	292.5170	9674	35.12	0.50
109608	1	43.6862	291.9833	8346	35.61	0.40
111032	1	60.6910	285.7333	5703	34.47	0.40
109644	1	82.3374	225.5238	6939	34.14	0.40
0	1	67.0500	281.5000	873	31.69	0.54
0	1	72.7900	274.8200	11638	37.13	0.40
0	1	-16.9500	301.4100	429	26.86	0.20
0	1	70.1900	278.6900	2467	32.53	0.30
112479	1	66.9199	136.3970	3647	33.41	0.40
0	1	81.3100	243.9000	6682	34.73	0.17
0	1	82.4900	189.5400	217	31.11	0.28
0	1	63.8200	284.6900	2207	32.06	0.40
111446	1	25.9788	295.8713	3910	33.76	0.40
111397	1	36.2752	294.2151	4002	34.23	0.40
100665	4	58.3560	130.0578	4452	34.14	0.30
101858	2	50.1288	290.8833	4332	34.08	0.50
0	1	63.2900	285.4900	1593	32.36	0.30
0	1	71.6100	278.1000	9526	36.63	0.40
106296	1	43.5994	292.8312	8240	35.04	0.31
109351	1	50.5173	291.0311	7643	34.95	0.50
110947	1	55.1022	289.5577	5436	34.69	0.40
0	1	72.3500	277.4700	5901	35.41	0.40
106309	1	58.9542	288.1427	11372	35.13	0.50
108332	1	10.0111	298.2679	4314	33.42	0.50
105988	1	60.9803	286.4574	11873	36.74	0.50
0	1	40.3400	293.7400	6867	34.90	0.16
108651	1	38.2079	294.3256	3938	34.45	0.40
109175	1	16.3534	297.6386	5253	33.78	0.50
140002	9	69.6574	283.6817	1105	31.87	0.08
109943	1	73.1544	277.3847	7505	35.49	0.40
105305	1	44.3302	293.2172	13043	35.58	0.50
110087	1	57.4589	289.4385	4811	33.84	0.40
102281	2	39.0941	294.6622	11763	35.80	0.40
0	1	25.1500	296.7700	2748	33.58	0.30
100478	5	49.4371	292.1318	4301	33.63	0.35
108737	1	64.9381	286.3904	7533	35.42	0.40
110661	1	27.9030	296.4893	2723	32.29	0.54
111399	1	58.7147	289.6103	2004	32.66	0.30
0	1	22.3000	297.2700	9434	34.48	0.40
109821	1	67.7054	134.9139	4120	33.78	0.40
0	1	62.2600	288.3200	7614	35.24	0.40
0	1	27.1400	296.7800	2794	31.53	0.40
0	1	72.5300	280.4800	7839	35.32	0.20
112565	1	62.2037	131.1090	2520	31.59	0.30
190002	3	66.0025	288.6304	983	31.68	0.45
102509	2	19.3071	298.2556	2874	33.21	0.50
102613	2	15.1260	298.4086	5280	34.44	0.35
101009	3	54.7304	292.0204	5447	34.09	0.29
112047	1	17.3690	298.1668	3206	33.93	0.50
100092	12	23.0482	297.6489	3218	32.37	0.14
100186	8	71.0400	282.9618	7294	35.42	0.28
0	1	66.5700	286.6700	5380	33.78	0.40
106126	1	40.7339	295.0653	9775	35.53	0.50
113074	1	81.5332	162.0947	319	28.39	0.20
0	1	17.9600	298.1800	8422	34.29	0.40
0	1	71.7100	283.2900	14077	36.80	0.40
0	1	26.1900	297.4300	4062	33.58	0.40
170002	4	65.0676	292.4253	1742	30.79	0.09
107801	1	60.9223	290.3530	8765	34.52	0.50
110954	1	77.8186	274.1704	6213	34.83	0.40
100990	4	56.5141	292.6321	7586	34.99	0.29
106540	1	54.6805	292.5051	8786	34.72	0.50
100453	5	52.9259	126.4892	2591	32.02	0.20
102182	2	44.4520	294.7860	8175	35.29	0.31
102465	2	54.1748	292.8049	2950	33.21	0.24
0	1	68.3500	286.6500	6399	34.31	0.40
0	1	72.9400	137.7500	196	27.07	0.16
108935	1	32.4975	296.8883	6153	34.49	0.40
0	1	36.7200	296.3100	7475	35.03	0.40
113056	1	83.2918	251.6314	637	29.46	0.24
0	1	40.3200	295.9800	6770	34.57	0.40
106995	1	40.0693	296.0291	9961	35.71	0.40
0	1	66.5400	288.6800	4239	34.32	0.40
0	1	74.2600	138.5100	412	29.65	0.20
102934	2	71.9855	136.1429	6960	35.01	0.40
111069	1	39.4229	296.3563	1741	32.56	0.54
107846	1	15.9698	299.0209	8530	35.77	0.40
100598	4	84.7654	212.7934	7316	34.92	0.40
0	1	72.7300	284.8700	7316	35.81	0.40
101712	2	66.2452	290.3527	4370	33.82	0.40
122002	1	66.5760	289.6672	2429	33.10	0.30
111029	1	76.2379	281.9224	6113	33.86	0.40
103140	2	54.7185	294.4224	1018	30.99	0.26
107947	1	63.0412	291.6815	6920	34.90	0.17
111499	1	58.9622	128.0939	3111	32.69	0.40
110385	1	85.1444	187.3397	4569	34.00	0.17
120065	3	86.2261	225.8672	1127	30.47	0.11
101664	2	16.5532	299.5594	8590	35.94	0.26
0	1	78.6400	278.6900	1626	32.64	0.40
0	1	39.6800	297.2000	9799	35.74	0.40
107110	1	73.6819	286.5323	7287	34.73	0.40
0	1	62.8800	292.4800	1530	31.20	0.54
110213	1	76.9304	139.2858	6249	35.00	0.40
0	1	62.6200	292.7400	1125	29.71	0.17
0	1	65.7600	291.5600	4984	34.61	0.40
0	1	81.8600	270.4800	2534	33.38	0.30
0	1	33.9800	298.1500	3557	34.25	0.40
0	1	57.7000	294.6000	1290	31.39	0.54
0	1	39.0100	297.7000	2816	34.16	0.54
0	1	16.3400	299.7600	10582	36.06	0.40
110142	1	24.9849	299.0905	7729	35.29	0.40
101121	3	55.1250	295.4699	7702	35.05	0.15
0	1	76.2100	284.7200	6120	34.72	0.40
111552	1	50.6136	296.1673	4871	33.81	0.40
0	1	16.9200	299.7500	9842	35.78	0.40
0	1	80.8300	145.6500	800	31.01	0.40
100082	12	86.5606	218.5152	7234	35.22	0.26
110039	1	18.0361	299.8281	5020	33.58	0.50
108206	1	85.5671	175.8196	8047	35.32	0.40
102913	2	62.3347	294.0235	6760	34.87	0.31
0	1	85.7500	178.1900	4571	34.45	0.40
110820	1	58.8397	295.2273	1019	30.73	0.28
102298	2	42.8521	123.9634	1348	32.23	0.28
127002	1	65.6106	293.3253	1154	31.17	0.30
100128	14	52.8153	300.1855	1321	30.63	0.10
0	1	76.7700	286.0900	9172	35.73	0.40
100003	113	21.7333	302.1995	3549	33.04	0.04
101566	2	42.6710	298.4802	8615	35.41	0.26
0	1	75.7100	288.2800	1120	29.89	0.20
0	1	34.2700	299.1500	1521	31.91	0.30
102021	2	86.7011	195.4197	7569	35.17	0.40
101930	2	42.8971	124.2447	2092	31.75	0.28
110617	1	66.9997	294.0478	5352	34.26	0.40
112135	1	27.2705	299.7930	2980	32.85	0.30
126002	1	67.9992	293.8423	1035	31.17	0.40
102105	2	86.6801	179.5280	7388	34.98	0.40
102910	2	33.8439	299.5315	8368	34.83	0.50
160002	11	65.9320	298.3560	813	30.84	0.14
110665	1	64.4366	295.4101	5056	34.25	0.40
108487	1	73.0764	292.0493	7275	35.85	0.40
0	1	69.4200	293.9400	5607	34.42	0.40
0	1	68.6800	294.5400	2430	33.48	0.45
109459	1	87.2343	198.7482	6697	35.65	0.50
128002	1	62.1866	296.4247	1065	30.33	0.30
101320	3	19.6409	300.7055	6375	34.26	0.31
113059	1	55.4658	125.3323	136	28.72	0.20
113068	1	56.9607	297.8076	1039	30.08	0.54
109338	1	53.4721	298.2982	6408	34.99	0.40
0	1	65.8400	296.1800	852	29.56	0.16
0	1	25.8500	300.5100	5694	33.99	0.40
0	1	43.3900	123.9500	1863	31.85	0.54
100682	4	57.5070	297.6800	2702	32.82	0.30
107362	1	86.7130	166.9988	9326	35.60	0.40
0	1	53.5700	124.9000	2499	33.48	0.30
0	1	87.6300	194.5200	7736	34.49	0.40
111508	1	50.1828	299.1060	4358	33.81	0.40
110921	1	76.3986	292.5363	6124	34.91	0.40
106109	1	20.3175	301.2133	10505	35.51	0.31
106969	1	81.7995	136.9775	6923	34.86	0.17
150002	2	75.9054	294.1326	1072	31.72	0.11
102705	2	84.2315	142.7683	635	29.26	0.14
100829	3	45.4847	299.9188	10910	35.58	0.14
0	1	37.4000	300.3000	7333	35.02	0.40
101336	3	55.7980	299.6641	2874	33.05	0.54
109830	1	15.2864	301.3681	5480	34.64	0.40
100613	6	61.6364	301.4926	1470	30.87	0.13
113030	1	82.5406	286.8240	948	30.85	0.54
0	1	64.1300	297.9100	5024	33.98	0.40
0	1	88.0700	208.1600	5913	35.06	0.30
109579	1	73.1067	295.6208	7589	35.25	0.17
111103	1	32.4255	300.7372	4329	33.67	0.50
112242	1	61.5688	298.4748	3216	32.98	0.40
0	1	61.5200	298.5300	7119	35.59	0.40
0	1	88.0600	194.9100	7523	35.06	0.30
106134	1	51.9233	299.6984	11303	35.74	0.50
180002	2	62.2127	298.7375	2632	33.05	0.30
108654	1	87.0782	159.3083	9357	36.22	0.40
101270	3	44.4837	123.0214	1619	32.40	0.20
112307	1	79.1168	293.0691	788	32.27	0.30
108010	1	73.5422	296.2624	8678	35.58	0.40
100111	11	89.1259	219.7981	7023	34.65	0.16
0	1	42.6800	300.4900	8185	34.90	0.40
110611	1	17.2571	301.5647	6082	34.90	0.40
0	1	26.3400	301.3000	3303	33.22	0.30
108664	1	73.0003	297.7360	9012	35.87	0.40
106705	1	79.8984	130.9138	6970	34.23	0.40
111736	1	60.9517	124.9098	4745	34.31	0.40
101353	3	52.7308	300.5771	2378	32.30	0.30
0	1	26.8900	301.4100	620	28.68	0.20
101116	3	27.0400	301.2886	9055	35.81	0.50
0	1	42.0600	300.8500	3541	33.39	0.40
101070	3	62.6214	298.7531	14297	36.31	0.35
111453	1	18.8515	301.7252	4909	34.54	0.40
100454	5	62.3631	124.9201	4824	34.18	0.17
0	1	81.9500	131.4200	9634	35.76	0.17
108178	1	36.6101	301.3301	5258	34.50	0.40
104229	1	61.1602	300.0477	14524	36.60	0.35
108386	1	41.6576	301.2081	8698	34.92	0.50
0	1	30.0900	301.5900	9296	36.49	0.50
0	1	29.0200	301.6400	588	28.69	0.20
0	1	52.5500	123.8900	2300	33.26	0.30
108852	1	71.1801	298.9574	6456	35.01	0.40
107229	1	41.4656	301.4824	6936	34.46	0.50
112009	1	51.2191	301.1625	2451	32.39	0.16
0	1	80.6000	128.4100	332	27.39	0.20
112888	1	45.9481	123.4291	1670	32.38	0.40
0	1	38.2300	301.7700	7544	35.12	0.40
108393	1	36.6641	301.8788	7549	35.47	0.40
0	1	61.6700	301.0600	7039	35.10	0.40
111537	1	40.5961	301.8760	3458	33.18	0.40
100060	15	36.3443	302.8404	3275	33.04	0.15
109911	1	42.5733	301.9467	6319	34.73	0.40
151002	1	71.3449	300.5691	1009	32.03	0.30
0	1	73.7300	300.4400	12143	37.12	0.40
102032	2	17.5892	302.5146	3398	32.78	0.45
102638	2	75.3004	124.6181	8167	34.85	0.17
0	1	73.2200	300.7100	13296	36.55	0.40
100015	39	53.6170	303.4366	4169	33.88	0.12
108426	1	41.2802	302.2445	8788	35.67	0.35
0	1	58.8500	301.9000	1507	31.14	0.54
0	1	20.2200	302.5300	6600	35.19	0.40
101674	2	57.6518	302.1208	4479	33.67	0.28
105276	1	72.6825	301.2221	13572	36.58	0.40
109295	1	86.2617	128.9452	8076	35.09	0.30
106241	1	18.8045	302.5752	9016	35.72	0.50
110498	1	88.2896	288.6603	4384	33.89	0.40
0	1	86.3600	128.8500	4864	34.31	0.40
110832	1	51.7763	302.2394	4166	33.79	0.17
106766	1	39.0095	302.4399	9393	35.42	0.40
101230	7	64.5890	306.0261	1120	31.40	0.14
0	1	74.1300	301.6200	7431	35.24	0.40
100036	18	47.6505	303.2237	14005	36.45	0.09
0	1	18.4400	302.7200	2301	31.68	0.40
130065	3	88.3924	294.3343	1148	30.48	0.14
0	1	65.0000	123.2600	4806	34.38	0.40
112794	1	52.0166	302.5538	2389	32.50	0.30
102758	2	42.5172	302.7247	7730	34.98	0.40
100556	4	69.3203	123.0061	9168	35.11	0.40
100001	136	88.1359	58.9333	6923	34.92	0.04
110497	1	88.3391	125.1242	4751	34.33	0.40
0	1	76.9500	302.8800	6575	35.03	0.40
100013	49	49.3822	303.9879	4403	34.00	0.14
100371	5	33.9037	303.6352	15926	36.69	0.19
0	1	85.7800	122.3700	6187	34.61	0.30
131002	1	74.9542	303.3882	1783	32.51	0.30
0	1	72.3900	303.3600	7169	35.48	0.40
101931	2	40.9979	303.1713	6840	34.69	0.50
112728	1	53.1169	303.3465	2258	32.55	0.54
112531	1	53.0940	303.3998	2556	32.82	0.17
0	1	81.3500	120.7500	4374	33.93	0.40
101420	2	34.3897	304.2067	20359	37.51	0.23
106950	1	56.0040	304.3090	4543	33.70	0.50
100040	17	45.1740	304.6885	14012	36.42	0.07
110700	1	88.0537	101.5787	2491	32.38	0.30
102970	2	58.7194	121.9625	2502	33.11	0.26
108792	1	40.9931	303.9565	8984	35.77	0.50
0	1	82.0100	308.6700	920	32.23	0.30
0	1	50.9700	304.2600	2472	32.34	0.54
0	1	34.5200	303.8500	643	28.88	0.20
0	1	28.0100	303.7800	9213	34.74	0.40
136002	1	65.7511	305.2552	2779	33.35	0.54
102482	2	34.3027	304.0818	3211	33.69	0.40
109424	1	84.4229	315.6812	408	28.55	0.12
0	1	66.8600	305.7100	709	31.22	0.54
0	1	73.0200	307.0600	2688	33.64	0.54
100175	8	18.8869	304.3003	9457	35.24	0.26
101946	2	73.7172	307.7503	13937	36.81	0.40
0	1	73.9100	307.6600	6467	35.44	0.40
0	1	85.0900	317.8200	6656	35.50	0.17
102602	2	52.0137	305.1814	3878	33.64	0.50
101383	3	50.6307	304.9120	6296	34.69	0.31
100064	17	30.6550	305.3583	4930	34.15	0.13
112325	1	61.1315	305.9166	2859	33.12	0.30
112011	1	47.8118	305.0111	3685	33.89	0.40
0	1	57.5000	305.6300	1258	31.83	0.54
112120	1	59.3465	305.8710	3078	32.96	0.50
108981	1	43.1577	304.8768	3357	33.16	0.50
110851	1	34.6478	304.5499	4863	34.23	0.40
108267	1	37.0966	304.3109	7763	34.83	0.40
102208	2	35.5055	304.7927	3290	33.03	0.26
107824	1	38.6727	304.8099	9444	35.50	0.40
108288	1	59.2096	306.1382	4916	34.18	0.50
109707	1	16.5918	304.1388	2181	32.13	0.40
109710	1	84.8977	106.6763	7963	36.03	0.40
0	1	77.3300	310.5100	2041	32.33	0.30
0	1	76.6500	310.2400	6436	34.40	0.40
0	1	76.9800	310.7300	216	26.69	0.12
0	1	45.6800	305.4300	8348	36.10	0.40
100194	8	55.4793	309.5186	1533	31.45	0.18
101892	2	72.2361	308.5606	7273	35.20	0.40
0	1	82.1000	111.5300	837	29.99	0.20
0	1	59.6700	306.7100	14210	37.56	0.50
100840	3	37.6557	305.3163	14349	36.54	0.50
109443	1	76.9086	311.5388	1988	32.46	0.40
0	1	48.6900	305.9000	6452	34.30	0.40
109716	1	41.7350	305.4736	6343	35.56	0.50
100031	21	32.5646	306.0533	3314	33.30	0.18
102586	2	17.2436	304.3966	4932	34.16	0.35
0	1	88.0400	37.8800	11104	36.18	0.40
