# group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
204978	1	-77.1550	147.3450	13955	36.63	0.29
107974	1	28.0523	250.8678	9683	35.69	0.50
205937	1	-37.2053	33.5329	12334	36.59	0.50
106272	1	46.5377	314.7582	11605	35.74	0.50
101214	3	19.4526	2.8864	8274	35.30	0.35
0	1	-16.1300	23.4500	11978	36.04	0.50
102889	2	30.1838	352.8263	7335	35.00	0.35
0	1	44.9800	323.5000	10268	36.28	0.50
0	1	-42.4500	209.3200	9214	36.39	0.50
201665	2	-17.9757	221.4758	6948	33.49	0.50
0	1	-77.1800	147.5300	14135	36.79	0.50
103950	1	40.1998	268.7286	16251	37.01	0.50
0	1	-67.9000	184.8500	16313	36.13	0.50
0	1	-74.2000	167.0300	15531	36.52	0.50
0	1	-66.5500	187.1300	15902	36.57	0.50
109585	1	24.2546	359.1577	6773	34.04	0.50
0	1	-56.1400	199.5200	13431	35.79	0.50
208476	1	-41.3275	209.7138	9095	35.00	0.50
104405	1	44.4563	279.3196	14988	36.22	0.35
0	1	-77.6900	138.2800	15884	35.63	0.50
0	1	29.3000	354.2300	15694	36.75	0.50
107349	1	47.6865	301.6544	10167	35.63	0.50
0	1	-76.7400	149.8800	13287	36.78	0.50
0	1	39.8800	267.1600	15510	36.92	0.50
108583	1	43.2496	275.1212	8620	34.99	0.50
0	1	-16.6900	24.1700	16156	37.57	0.50
0	1	-77.6100	137.5300	16056	36.68	0.50
0	1	25.3300	358.5000	15518	35.69	0.50
208045	1	-26.2421	28.8303	8186	35.26	0.50
0	1	35.6900	259.4500	15532	36.08	0.50
0	1	-56.8500	198.2400	13675	36.02	0.50
0	1	-60.3200	194.5300	13411	36.62	0.50
0	1	47.5600	311.7600	12213	35.35	0.50
105801	1	43.8628	329.6978	10728	35.03	0.50
0	1	-74.8600	85.2500	10824	35.57	0.50
202326	2	-50.8432	202.4014	10136	35.68	0.35
0	1	29.2600	250.9800	12139	35.89	0.50
202548	2	-51.0920	202.5686	9198	35.00	0.50
101117	3	38.7228	263.9920	7802	35.36	0.50
108736	1	12.0034	236.5572	6161	35.61	0.50
0	1	-50.4700	42.7400	16190	37.10	0.50
0	1	-34.6300	33.2600	12976	37.03	0.50
0	1	28.4300	249.9900	9902	35.83	0.50
0	1	25.1700	359.1000	12997	36.22	0.50
106626	1	29.2669	354.9904	11555	35.77	0.50
0	1	-43.3500	38.1900	11428	36.28	0.50
107739	1	29.9579	251.5527	9259	35.45	0.50
0	1	-72.6700	169.5600	15330	36.92	0.50
205315	1	-76.3511	146.9812	13135	36.60	0.50
0	1	-41.0400	208.9600	9506	36.10	0.50
0	1	-60.8800	193.2900	13486	35.51	0.50
105180	1	48.1002	297.9751	12767	36.03	0.35
0	1	35.9400	259.1600	15190	36.80	0.50
0	1	-60.9000	193.2400	13487	36.55	0.50
0	1	-34.2300	212.6100	12498	37.83	0.50
0	1	-48.7000	41.9100	13484	37.28	0.50
102283	2	45.6515	324.2241	10906	36.18	0.50
201328	3	-14.9509	221.5857	10716	36.91	0.50
208982	1	-33.5058	33.0226	7567	35.42	0.50
107925	1	23.4313	244.8478	9071	35.88	0.50
0	1	-48.6500	41.9700	13568	35.80	0.50
0	1	-73.8700	163.3700	14995	37.76	0.50
0	1	-33.7500	212.6200	14784	36.91	0.50
0	1	-66.1300	185.1200	11291	35.82	0.50
0	1	32.0300	253.4300	8799	35.77	0.50
0	1	-76.3700	144.4200	14101	37.31	0.50
0	1	25.5400	246.5500	13743	36.66	0.50
205839	1	-41.0152	208.5460	12015	35.68	0.50
203951	1	-77.2483	117.4164	16261	37.04	0.50
202304	2	-72.7134	168.1569	11982	36.00	0.50
0	1	-39.3400	209.4400	15846	37.16	0.50
209434	1	-18.9316	26.1652	7724	35.68	0.35
0	1	32.4700	253.8500	14082	36.55	0.50
0	1	-75.8100	149.3400	13247	37.32	0.50
0	1	32.5100	253.8500	13934	36.69	0.50
0	1	32.0100	352.7500	6681	35.47	0.50
0	1	-46.8300	41.2400	12525	36.37	0.50
0	1	-18.5700	219.7000	11946	36.67	0.50
0	1	-35.4900	34.5300	16330	36.67	0.50
0	1	44.7200	329.6700	12602	36.31	0.50
204176	1	-70.6159	72.0056	15426	36.79	0.50
106412	1	24.5299	245.2813	11883	36.39	0.50
105013	1	29.6077	250.2523	12581	36.17	0.35
200888	3	-19.2039	219.0754	12371	36.28	0.29
209571	1	-23.5927	217.2126	7321	34.87	0.50
201910	2	-36.9323	35.4061	8464	35.58	0.29
206079	1	-63.3747	188.3325	10517	35.87	0.50
0	1	-75.2200	151.5100	20954	37.26	0.50
104687	1	29.7729	250.1805	14370	36.15	0.50
204247	1	-76.3330	135.6131	15600	36.61	0.35
204844	1	-24.0871	216.6764	13232	35.97	0.35
0	1	-67.9600	179.8400	16123	36.93	0.50
0	1	-62.6400	189.1700	15124	37.13	0.50
0	1	-76.3300	138.1900	14996	37.92	0.50
0	1	-76.6200	131.5500	11454	36.52	0.50
0	1	-75.2500	150.3600	12245	35.86	0.50
0	1	-45.8600	204.7900	8890	36.62	0.50
0	1	48.8700	308.3200	13997	36.12	0.50
0	1	12.7900	236.0000	15053	36.78	0.50
207018	1	-16.3278	220.3727	10952	35.34	0.50
0	1	-24.1000	216.6300	12438	36.30	0.50
0	1	-72.9700	163.6200	15141	36.59	0.50
0	1	13.4700	236.3800	15336	35.93	0.50
0	1	40.2400	341.3200	8056	35.07	0.50
101016	3	35.1487	349.3287	7348	34.87	0.50
0	1	-53.0400	199.2300	12648	36.22	0.50
0	1	-49.9300	201.7200	12283	36.37	0.50
0	1	12.1600	235.3700	14390	36.63	0.50
0	1	40.4300	341.2500	2406	32.98	0.40
203952	1	-54.5630	48.1884	16140	36.42	0.29
0	1	-70.4900	73.7100	15656	36.33	0.50
0	1	34.1500	351.1100	15674	37.53	0.50
0	1	-54.9500	197.2000	9614	36.46	0.50
202555	2	-56.0905	196.0215	14426	36.90	0.29
0	1	-23.4700	216.6300	13250	36.28	0.50
0	1	-72.6700	82.3500	11359	36.26	0.50
0	1	-32.2300	212.1800	14509	36.53	0.50
0	1	39.6300	343.0500	8303	36.36	0.50
209323	1	-32.7495	33.9672	8056	34.70	0.50
107732	1	44.8657	274.4395	9480	35.44	0.50
0	1	-13.7700	221.1900	6815	37.74	0.50
0	1	-48.6100	43.6800	16081	36.41	0.50
110066	1	32.4708	353.5437	7245	34.94	0.50
0	1	-75.2200	145.3900	13569	36.78	0.50
0	1	29.3600	357.0700	15035	36.61	0.50
0	1	47.5000	322.4800	9091	36.26	0.50
204313	1	-21.7949	28.7001	14880	35.95	0.50
105372	1	40.9311	341.0710	12216	35.94	0.50
0	1	49.5200	306.6800	13802	35.98	0.50
201955	2	-47.0541	203.1879	9000	34.83	0.50
206195	1	-33.7829	211.0802	11686	37.03	0.50
0	1	34.2200	351.7300	13071	36.09	0.50
209366	1	-40.6054	207.1078	8037	35.92	0.50
0	1	-40.0200	207.4300	14559	36.46	0.50
0	1	33.5600	253.2600	15297	35.61	0.50
207918	1	-19.5360	27.7892	7643	34.80	0.50
0	1	-53.6700	197.5700	11004	35.79	0.50
107924	1	44.5835	272.6337	9291	34.88	0.50
102676	2	35.2455	255.3116	8995	35.70	0.29
207286	1	-54.5198	196.6877	9607	35.67	0.50
0	1	-60.9000	56.4200	9620	35.83	0.50
0	1	-75.2200	104.1700	16323	37.18	0.50
107436	1	34.9293	351.1987	7358	35.16	0.50
0	1	-73.1000	157.8300	13327	37.51	0.50
0	1	-55.0400	195.7300	12729	36.66	0.50
102721	2	36.8267	348.4269	7482	35.42	0.50
0	1	-22.0700	29.3900	16318	35.67	0.50
0	1	-56.3100	51.5900	6605	35.09	0.50
0	1	-73.1700	89.6000	11556	35.37	0.50
104187	1	50.0673	300.5723	14290	36.34	0.35
207803	1	-32.9615	210.8607	8716	35.39	0.50
0	1	50.0100	307.2000	14035	36.69	0.50
0	1	-74.6800	144.3200	12388	36.26	0.50
0	1	-22.8800	215.9800	13011	36.33	0.50
210027	1	-19.0432	28.0360	7417	35.18	0.50
0	1	-46.3100	43.1700	13677	36.36	0.50
0	1	26.0800	244.7000	15742	36.76	0.50
0	1	40.5700	262.7800	8112	36.57	0.50
0	1	49.8700	310.6900	14288	37.48	0.50
0	1	-74.1800	97.5100	14637	37.07	0.50
0	1	-55.1600	195.2100	12804	36.97	0.50
0	1	-34.2800	209.9600	11373	35.61	0.50
0	1	-75.4700	119.3800	16349	36.62	0.50
0	1	48.9800	287.1800	5494	35.83	0.50
202203	2	-34.4118	209.2482	11514	36.18	0.35
0	1	-37.2700	37.6600	15413	36.38	0.50
201246	3	-65.9635	66.6968	9639	36.64	0.50
0	1	50.1800	308.6200	14090	35.85	0.50
0	1	-57.0400	192.8500	14752	36.72	0.50
0	1	-71.9700	85.0500	14268	36.06	0.50
0	1	-18.1800	27.9700	14539	36.71	0.50
0	1	-29.7400	212.1200	8972	34.96	0.50
0	1	-19.8400	28.8000	7840	35.06	0.50
0	1	-14.4100	219.6900	10570	36.76	0.50
109249	1	37.4854	348.7965	7821	35.34	0.50
0	1	-21.4100	29.5900	15163	37.23	0.50
102056	2	34.4492	352.8426	10411	35.19	0.50
111362	1	45.8169	273.6942	6574	35.29	0.50
209072	1	-25.3002	31.5493	8656	36.02	0.50
0	1	-38.0900	207.4200	9611	35.82	0.50
0	1	-31.0700	211.3200	14197	36.99	0.50
0	1	39.7500	260.5500	15772	37.38	0.50
0	1	-27.0800	213.3700	10113	36.21	0.50
202391	2	-24.1395	30.9481	8246	35.19	0.50
0	1	-32.8600	35.6200	15116	35.92	0.50
205287	1	-29.7000	212.0797	12735	36.90	0.35
0	1	25.4500	243.4400	13976	37.54	0.50
106376	1	47.7596	326.2892	11119	35.81	0.50
0	1	-54.0500	195.3700	15154	36.62	0.50
204168	1	-72.6122	155.5951	15221	36.25	0.35
0	1	13.3800	234.3900	10385	36.30	0.50
0	1	-57.2400	191.9700	8666	36.60	0.50
0	1	-24.6200	31.4400	15690	36.30	0.50
0	1	-53.8800	195.4600	14934	35.67	0.50
200574	4	-24.4842	214.5787	14324	36.75	0.50
0	1	-10.3500	221.3800	9930	36.05	0.50
0	1	43.1600	266.4800	11111	35.97	0.50
0	1	-56.3500	192.8400	9183	35.93	0.50
0	1	-46.8900	44.5700	15344	36.91	0.50
0	1	-57.3200	54.1300	9770	35.25	0.50
0	1	-53.7100	195.5200	15026	37.09	0.50
205429	1	-71.2853	84.0255	13008	35.82	0.50
0	1	-70.5000	81.1700	13091	36.33	0.50
110077	1	50.7987	306.5601	6593	34.35	0.50
104964	1	33.4698	251.1018	14329	35.96	0.50
106304	1	42.0965	342.0815	7835	35.31	0.50
204215	1	-20.2659	29.6421	15311	36.60	0.50
0	1	-42.2900	41.7700	16256	35.60	0.50
0	1	-35.5000	208.2400	14811	36.69	0.50
108051	1	27.9478	0.7093	7909	35.06	0.50
0	1	50.9100	307.5700	14938	37.04	0.50
0	1	-47.9200	45.8300	14796	35.96	0.50
0	1	-42.2500	41.7800	16176	36.22	0.50
0	1	-39.1200	205.9900	9676	35.88	0.50
0	1	-65.9000	68.7800	7016	35.02	0.50
0	1	-29.4500	211.3900	13621	35.68	0.50
0	1	17.1300	236.3200	14402	36.60	0.50
0	1	-53.4200	195.0100	17388	36.78	0.20
0	1	-59.5800	57.9400	9589	36.45	0.50
0	1	-53.4700	194.9200	9002	35.44	0.50
204953	1	-20.4067	29.9348	13360	35.70	0.50
0	1	47.7800	277.5400	8366	35.24	0.50
0	1	-34.8700	208.3600	14950	36.36	0.50
105265	1	11.8551	232.9214	13093	36.13	0.50
0	1	48.8500	324.3500	25483	37.84	0.20
109177	1	33.7921	355.0421	7456	35.01	0.35
208655	1	-38.1032	206.7142	9191	35.67	0.50
0	1	36.6200	254.4200	11748	35.23	0.50
0	1	28.2700	0.8000	12397	36.60	0.50
0	1	-10.9600	220.4300	13302	35.83	0.50
104775	1	51.5161	308.3012	13620	36.74	0.29
207573	1	-53.8621	194.2676	9839	36.09	0.50
101182	3	51.3634	304.1940	6219	35.24	0.50
0	1	-74.2900	128.6700	11616	37.09	0.50
0	1	48.7700	325.4100	11313	36.31	0.50
104057	1	40.1200	259.2555	15836	37.10	0.50
0	1	34.4600	251.3700	14286	37.66	0.50
0	1	-35.0600	207.8400	11701	36.93	0.50
200906	3	-36.2478	207.0347	9740	35.19	0.35
0	1	-71.6600	155.4900	12932	36.60	0.50
0	1	28.2900	1.1700	12128	37.13	0.50
0	1	37.2700	351.1500	15671	37.40	0.50
107515	1	39.5996	347.7815	10064	35.79	0.50
104545	1	50.0869	287.0059	14498	36.13	0.50
0	1	37.8500	350.4900	10213	36.03	0.50
0	1	-58.1500	57.2800	7336	34.87	0.50
0	1	-40.6000	41.7000	16337	36.45	0.50
0	1	-27.2800	211.7900	10859	36.19	0.50
0	1	-73.4500	138.7700	13490	36.79	0.50
0	1	-35.3300	207.3500	14894	36.87	0.50
0	1	-40.6400	41.7900	16103	36.67	0.50
0	1	25.3600	241.7700	11640	35.78	0.50
102444	2	12.5391	13.4991	8357	35.12	0.35
0	1	-38.8100	40.6800	14083	35.99	0.50
206150	1	-42.1641	203.1388	8928	35.87	0.50
106824	1	37.4062	351.4075	10219	34.47	0.50
104466	1	16.4054	234.9525	14856	36.82	0.35
0	1	48.0200	330.0100	11300	36.57	0.50
0	1	36.5000	253.1600	15760	36.05	0.50
203956	1	-25.3968	212.5871	16354	36.24	0.50
211588	1	-71.3541	91.3778	5359	34.72	0.50
0	1	-24.1700	213.0900	14000	35.80	0.50
206326	1	-54.8882	191.6794	12032	36.45	0.35
0	1	-38.8300	204.7700	9271	35.15	0.50
208925	1	-26.3205	211.8398	7574	35.40	0.50
0	1	51.3500	315.2300	7030	35.32	0.50
0	1	-24.3400	33.0100	13990	36.37	0.50
0	1	-71.2100	154.2100	12869	36.89	0.50
0	1	51.7300	311.7200	14075	35.88	0.50
0	1	-34.9700	207.0600	11548	35.88	0.50
0	1	-20.6100	31.1300	14348	36.65	0.50
0	1	-35.3500	206.7900	14318	36.42	0.50
0	1	-38.9500	204.5700	9525	35.90	0.50
206231	1	-37.3342	205.2658	10792	35.53	0.35
0	1	41.8000	345.4000	14464	36.52	0.50
204043	1	-40.4893	42.7887	15928	36.86	0.50
0	1	-49.3600	49.0400	16122	36.33	0.50
0	1	48.3300	275.5900	15057	36.19	0.50
200489	5	-17.5422	29.8232	7460	34.49	0.50
104369	1	52.1155	297.6520	15210	36.63	0.50
103910	1	51.9395	296.3816	16452	36.30	0.50
0	1	-36.9800	205.5700	14065	37.34	0.50
109557	1	52.2784	298.8332	7980	34.85	0.50
104347	1	52.3241	306.4156	14937	36.03	0.50
0	1	-47.7000	47.9800	15412	36.98	0.50
0	1	-37.4000	204.9700	13824	35.96	0.50
101015	3	52.5703	298.6859	5865	34.76	0.50
0	1	-20.4000	31.5700	14347	36.29	0.50
106761	1	10.8726	230.5485	10968	35.58	0.50
0	1	52.5600	299.7400	11095	36.19	0.50
0	1	-72.2400	103.5100	14360	36.35	0.50
0	1	-72.5100	106.7800	11704	36.64	0.40
0	1	-63.2200	178.0600	16279	36.40	0.50
0	1	18.4200	235.2900	15166	36.26	0.50
210550	1	-34.4285	206.6158	4899	33.87	0.50
110127	1	37.9233	352.3828	7680	35.35	0.35
0	1	19.3700	235.8800	11651	36.52	0.50
0	1	-60.1900	183.1400	9172	35.99	0.50
202556	2	-17.0082	30.0479	5864	33.79	0.50
0	1	44.1100	263.4100	11649	36.07	0.50
0	1	-26.5300	210.8600	10663	34.85	0.50
0	1	46.9000	336.3600	13257	37.67	0.50
104781	1	18.7081	235.4002	12901	37.33	0.50
200873	3	-46.9828	47.6116	14038	36.24	0.35
204348	1	-42.8590	44.9723	15139	35.58	0.50
0	1	-11.6400	218.3400	10426	35.62	0.50
0	1	14.0000	232.1500	13532	35.80	0.50
0	1	24.1100	239.2400	7621	34.52	0.40
209718	1	-70.5906	93.5649	8187	34.94	0.50
0	1	14.0600	232.0400	13458	36.44	0.50
106939	1	39.8189	350.2398	9410	35.08	0.50
0	1	-59.1200	184.1100	15863	37.21	0.50
105477	1	14.0019	231.9153	10716	35.56	0.50
105404	1	11.6215	230.4468	10917	35.48	0.50
0	1	-70.9600	148.7700	11108	35.90	0.50
101351	3	33.1080	246.6883	5695	34.88	0.50
0	1	49.7600	276.9900	14841	36.97	0.50
0	1	50.5200	325.9500	15423	37.49	0.50
0	1	-52.4900	192.0900	9209	35.73	0.50
0	1	-56.8600	186.9300	10100	35.61	0.50
0	1	27.2300	241.3800	16242	36.83	0.20
0	1	21.9900	237.1800	9529	36.07	0.50
0	1	-43.6900	46.2100	10304	35.71	0.50
109666	1	53.4282	307.0697	6533	36.43	0.50
0	1	10.4800	229.5100	12993	36.51	0.50
0	1	51.7500	320.8600	15485	36.84	0.50
104831	1	46.2761	339.2525	12822	35.53	0.50
111304	1	39.4920	351.3650	5513	34.62	0.50
109922	1	44.7564	263.2965	8009	34.71	0.50
0	1	46.7400	338.3000	13961	37.41	0.50
0	1	42.0900	258.4100	15596	37.76	0.50
209596	1	-11.3731	217.8533	6176	34.82	0.50
100448	5	42.6652	260.0579	15886	37.87	0.50
104541	1	11.0747	229.2314	14849	36.24	0.35
0	1	50.9100	325.7400	11007	36.08	0.50
0	1	-49.3000	51.3400	11555	36.41	0.50
104784	1	35.5701	249.1303	14098	36.10	0.35
100882	3	17.0999	12.7669	8454	35.86	0.35
0	1	-46.3900	48.8800	13345	36.43	0.50
207877	1	-24.7437	35.0287	8369	35.61	0.50
200793	4	-35.7709	204.4718	11644	36.05	0.35
0	1	-14.6600	29.9100	14159	36.31	0.50
0	1	28.2700	241.6300	15046	35.20	0.50
104146	1	47.6351	336.6041	13386	35.79	0.50
0	1	-42.4600	45.9700	15220	37.11	0.50
0	1	-71.2200	141.2200	13092	37.40	0.50
0	1	-71.6600	110.4800	16416	36.12	0.50
0	1	-69.9400	150.9700	15013	36.71	0.50
0	1	-26.2200	209.8700	17150	37.38	0.40
0	1	51.3800	324.9300	15260	36.80	0.20
0	1	-52.8000	190.5600	9927	36.20	0.50
0	1	-40.4700	44.6800	15197	36.56	0.50
0	1	49.1000	333.3600	29046	37.12	0.50
0	1	-17.1100	31.3900	14522	36.27	0.50
204825	1	-16.3674	31.4835	13598	35.62	0.35
104594	1	51.0008	327.0843	15070	36.92	0.50
206690	1	-71.6020	132.6086	11535	35.50	0.50
108647	1	45.0289	262.3989	8331	34.82	0.50
0	1	-68.8000	155.9300	13354	35.97	0.50
0	1	-40.4600	44.9800	15581	37.26	0.50
0	1	50.0400	274.6800	23084	37.53	0.20
0	1	49.3300	333.5300	17428	37.03	0.50
0	1	53.3400	315.3100	14364	36.73	0.50
209739	1	-71.5626	128.7594	8001	34.69	0.50
204555	1	-55.0608	58.6765	14825	36.20	0.16
0	1	-66.9100	163.0100	15384	37.48	0.50
0	1	30.9700	2.4700	11306	36.51	0.50
202546	2	-39.9909	201.0478	9914	34.97	0.50
201036	3	-60.7691	176.6247	16299	36.61	0.35
0	1	-67.5800	159.9900	15596	36.39	0.50
104585	1	53.9559	295.4540	14698	36.07	0.50
0	1	-69.8900	98.1400	10645	36.75	0.50
0	1	-50.0500	53.3400	11175	36.22	0.50
206855	1	-11.0906	217.0330	6190	33.96	0.50
200879	3	-36.1983	203.3482	11881	36.67	0.29
102938	2	11.6209	228.8825	12716	35.36	0.50
0	1	21.5700	10.4000	8631	36.24	0.50
206120	1	-53.3050	189.4320	10251	35.43	0.50
0	1	17.7600	232.8000	12769	36.96	0.50
0	1	30.9200	2.7900	11171	35.71	0.50
0	1	27.1400	239.7200	14723	36.68	0.50
201043	3	-58.1036	182.5943	11442	36.78	0.50
100332	6	32.5932	0.8162	8052	34.39	0.50
0	1	40.0400	352.5800	14668	37.33	0.50
0	1	-49.7900	53.3600	11215	35.69	0.50
0	1	40.2600	352.3000	14786	36.66	0.50
0	1	-68.5400	154.6700	12272	36.15	0.50
108175	1	26.6008	239.1177	9030	34.64	0.50
205795	1	-50.3914	191.7554	12437	35.49	0.50
0	1	-69.5500	97.6700	10777	36.53	0.50
0	1	-36.0300	203.1500	10339	35.75	0.50
0	1	-17.5300	32.3600	14675	35.98	0.50
0	1	17.9200	232.6400	8722	35.99	0.50
0	1	30.7400	242.5700	15098	37.28	0.50
0	1	47.9800	338.6400	10611	35.91	0.50
0	1	-31.4100	40.0800	11006	36.28	0.50
104817	1	53.9401	315.6120	14500	36.71	0.50
0	1	-24.6800	36.3700	10568	35.26	0.50
0	1	26.9600	238.9900	14682	36.27	0.50
0	1	44.9100	260.2600	14208	37.04	0.50
106399	1	32.2457	2.2014	11281	34.96	0.50
108639	1	49.2581	269.7649	9021	35.46	0.50
0	1	-70.8900	126.9400	15219	36.19	0.50
0	1	-37.3300	201.8100	11427	37.47	0.50
0	1	-69.8300	102.8800	9827	35.75	0.50
106058	1	30.7318	3.7783	11610	36.07	0.50
0	1	40.4000	352.9900	14802	35.68	0.50
0	1	-68.1400	153.8700	12634	35.97	0.50
105161	1	38.8163	250.5445	12473	36.31	0.35
0	1	47.8200	265.7600	7722	35.97	0.50
202716	2	-31.6400	40.3363	8339	35.64	0.50
0	1	-25.5700	208.6900	11587	35.91	0.50
0	1	-69.4200	145.0600	12773	37.12	0.50
0	1	-41.1400	47.0400	15779	37.21	0.50
0	1	36.3800	247.4700	12984	36.88	0.50
0	1	-19.9700	34.3200	8251	36.06	0.50
108329	1	55.1791	309.2562	7925	35.46	0.50
0	1	49.9700	270.7100	10147	35.51	0.50
0	1	-55.3500	61.2700	14547	35.75	0.50
0	1	-25.2800	37.2200	16126	36.66	0.50
0	1	49.8000	335.7300	12220	35.96	0.50
0	1	26.3700	237.9000	13827	36.10	0.50
0	1	49.0400	268.0200	14649	36.97	0.50
104304	1	13.2154	228.4038	15780	36.43	0.35
0	1	-39.5300	46.1400	15691	36.71	0.50
0	1	30.3700	241.2100	9073	35.24	0.50
206329	1	-25.1906	208.5798	10392	35.82	0.50
0	1	-63.4100	169.2700	14174	36.63	0.50
207929	1	-56.9691	63.9200	9792	35.53	0.50
0	1	53.5600	322.2400	8826	35.40	0.50
0	1	-63.4800	168.9500	14178	36.60	0.50
0	1	-39.8700	46.5000	8381	36.26	0.50
0	1	-43.5200	49.3400	10403	35.27	0.50
0	1	-60.9400	174.7800	12001	35.71	0.50
105211	1	25.2084	236.5136	13343	36.64	0.50
0	1	-47.7500	53.0800	8023	35.24	0.50
202458	2	-34.1229	203.4119	10264	35.46	0.50
206052	1	-36.4128	201.6677	11787	36.04	0.50
0	1	-65.8600	161.3000	16029	37.84	0.50
0	1	-49.2900	191.1400	10032	36.06	0.50
0	1	-63.2400	169.1200	14379	35.93	0.50
208356	1	-67.0272	89.6549	8836	35.17	0.50
204590	1	-64.8282	164.4737	14007	36.21	0.50
206923	1	-56.7152	64.8681	9851	35.48	0.50
0	1	-68.5300	147.6400	10182	35.81	0.50
105073	1	48.3563	265.1108	13783	36.71	0.35
207523	1	-54.8421	184.3787	9191	35.78	0.50
0	1	-62.9700	169.4500	15917	36.47	0.50
0	1	47.4500	263.3000	14338	36.51	0.50
0	1	-63.0600	169.0800	14243	36.18	0.50
207310	1	-51.3495	57.2798	10438	35.03	0.50
104614	1	42.0477	352.0219	14484	36.46	0.50
101560	2	15.2244	229.3868	13816	36.61	0.35
0	1	47.5300	263.2700	14470	35.36	0.50
0	1	-50.5700	189.3700	10849	35.52	0.50
109015	1	24.3809	235.7327	9230	36.08	0.50
0	1	37.4000	247.6100	15107	37.82	0.50
0	1	41.6900	352.8000	14345	36.53	0.50
105930	1	50.5132	335.8154	12220	36.27	0.50
202116	2	-63.8722	165.9858	15356	36.32	0.50
0	1	-18.1300	34.1500	10730	36.08	0.50
0	1	-20.1200	35.2300	10987	36.36	0.50
201695	2	-37.9403	200.0052	9737	35.55	0.50
0	1	-54.1300	61.1600	15562	36.89	0.50
0	1	48.6000	340.7800	13357	36.10	0.50
0	1	46.2900	260.2700	14892	36.72	0.50
0	1	-49.1600	55.5200	11332	36.22	0.50
108087	1	50.6645	270.0745	9116	35.77	0.50
201187	3	-57.4109	179.4601	7109	35.29	0.50
102648	2	33.0985	3.5188	9189	34.90	0.50
0	1	54.0200	282.2700	15344	36.55	0.50
0	1	-33.2300	202.8900	9100	36.26	0.50
0	1	45.4300	258.3000	15166	36.73	0.50
0	1	45.8900	259.0800	16040	37.19	0.50
102256	2	11.3420	226.1665	15830	36.89	0.35
0	1	47.6600	343.5000	9662	36.68	0.50
209411	1	-38.7533	46.8723	8341	35.07	0.50
201015	5	-68.9408	131.9991	12752	36.38	0.31
0	1	-53.9400	61.5600	15348	36.77	0.50
205488	1	-36.4332	200.5494	11690	36.18	0.25
0	1	-53.5100	184.8000	8857	36.63	0.50
110566	1	55.8155	311.8434	6845	35.24	0.50
202981	2	-38.5523	198.9734	11352	36.21	0.50
0	1	41.3900	354.2900	11547	36.46	0.50
0	1	-60.8500	172.1900	13393	36.06	0.50
105260	1	56.2995	305.5542	11747	34.94	0.50
0	1	-41.1400	49.0500	12261	35.72	0.50
205477	1	-60.8631	172.1083	12550	36.64	0.50
0	1	56.1600	295.8900	14896	35.98	0.50
0	1	46.0000	347.4800	9892	35.89	0.50
107933	1	46.2531	347.0456	9809	35.14	0.50
0	1	-38.2700	47.0400	15507	35.82	0.50
201743	2	-66.0188	153.3803	15400	35.98	0.50
0	1	-40.6600	48.8500	10348	35.73	0.50
0	1	51.5500	335.0000	13356	37.03	0.50
208480	1	-55.6290	181.1023	9197	35.10	0.50
0	1	53.1600	276.1000	14915	37.77	0.50
0	1	-43.2100	50.9900	10221	36.22	0.50
0	1	37.9200	246.7900	12520	35.66	0.50
102713	2	55.9134	310.7315	14012	36.24	0.35
202285	2	-59.0555	173.4834	16032	36.76	0.20
205744	1	-59.9648	172.9753	12469	36.17	0.35
102552	2	23.5198	11.6591	6278	34.67	0.50
0	1	32.8200	4.4800	9089	36.05	0.50
0	1	21.5900	232.4800	9673	35.70	0.50
0	1	-53.4900	62.0900	15286	36.45	0.50
101228	3	21.9064	13.5168	8638	34.99	0.29
0	1	-57.1300	178.2800	12422	36.63	0.50
0	1	49.4100	264.6300	8781	35.96	0.50
0	1	23.1000	233.4200	9612	35.59	0.50
104974	1	51.7289	335.9308	13635	36.28	0.35
103856	1	34.5519	242.4461	15717	37.15	0.35
0	1	37.3000	245.6100	10013	36.06	0.50
0	1	56.7000	297.3200	14862	36.22	0.50
200329	6	-51.6932	185.4016	8670	36.09	0.35
0	1	-64.1800	85.1200	6715	34.89	0.50
109013	1	56.7736	308.2316	7530	34.61	0.50
0	1	56.8400	306.6700	14232	36.73	0.50
106033	1	40.7109	356.1732	11915	35.85	0.20
0	1	-59.7500	172.4000	14679	36.33	0.50
0	1	54.6500	325.9100	15665	36.93	0.50
0	1	46.1300	257.2300	13217	36.15	0.50
0	1	-42.0400	50.8500	16420	35.35	0.50
0	1	35.8200	243.6000	15664	37.01	0.50
102538	2	32.0255	239.6122	6896	35.96	0.35
104558	1	46.7171	258.1776	13730	35.81	0.50
0	1	-54.1700	64.1900	14200	36.72	0.50
108182	1	56.4928	290.2061	7838	34.57	0.50
0	1	48.4700	344.6900	10464	36.18	0.50
108846	1	24.4756	233.7393	9066	35.62	0.50
0	1	46.8000	257.9600	11596	36.51	0.50
0	1	-59.9500	171.2800	12641	36.27	0.50
0	1	-68.5200	121.9600	16123	37.49	0.50
0	1	-38.6100	48.4900	15646	36.85	0.50
0	1	41.6400	250.0000	16133	37.40	0.40
0	1	-57.8500	175.4300	14667	36.46	0.50
106056	1	45.6248	349.9295	12011	36.41	0.50
